16,Gym,Gym,"Suntharapuram GYM (Not in Use). Pulianthope, 
Chennai-600012 ","Suntharapuram GYM (Not in Use). Pulianthope, 
Chennai-600012 ",,
16,Gym,Gym,"Greater Chennai Corporation Fitness Center
Venkatachalapathy Salai Shenoy Nagar ,
Chennai -600030","Greater Chennai Corporation Fitness Center
Venkatachalapathy Salai Shenoy Nagar ,
Chennai -600030",,
16,Stadium,Stadium,"Raja Muthiah Rd, Kannappar Thidal, Periyamet, Chennai, Tamil Nadu 600003","Raja Muthiah Rd, Kannappar Thidal, Periyamet, Chennai, Tamil Nadu 600003",,
16,Ground,Ground,"14,Neval Hospital road, Periamet, Chennai- 03","14,Neval Hospital road, Periamet, Chennai- 03",,
16,Ground,Ground,"Ambedkar ground, M.S.Nagar, Chetpet, Chennai – 600 031","Ambedkar ground, M.S.Nagar, Chetpet, Chennai – 600 031",,
16,Gym,Gym,"Spurtank Road, Chetpet, Chennai – 600 031.","Spurtank Road, Chetpet, Chennai – 600 031.",,
8,Bharath Petroleum,Bharath Petroleum,"No:6, Raja Annamalai Rd, Purasaiwakkam, Chennai, Tamil Nadu 600084","No:6, Raja Annamalai Rd, Purasaiwakkam, Chennai, Tamil Nadu 600084",,https://goo.gl/maps/4PDFce8pAVKXYkz59
8,Indian oil petrol bunk,Indian oil petrol bunk,"Vepery, Periyamet, Chennai, Tamil Nadu 600007","Vepery, Periyamet, Chennai, Tamil Nadu 600007",,https://goo.gl/maps/6BfdSkmXTqkBdA1QA
8,Indian oil petrol bunk,Indian oil petrol bunk,"Whannels Rd, Egmore, Chennai, Tamil Nadu 600008","Whannels Rd, Egmore, Chennai, Tamil Nadu 600008",,https://goo.gl/maps/UFbvwPjnvVuUJxwB8
8,Bharath Petroleum,Bharath Petroleum,"310, Poonamallee High Rd, Chetpet, Chennai, Tamil Nadu 600031","310, Poonamallee High Rd, Chetpet, Chennai, Tamil Nadu 600031",,https://goo.gl/maps/2g4iVhAdoPbfithy8
8,BP Petrol Bunk,BP Petrol Bunk,"No. 403/62, Pantheon Road, Egmore, Pantheon Rd, below the bridge, Sulaiman Zackria Avenue, Egmore, Chennai, Tamil Nadu 600008","No. 403/62, Pantheon Road, Egmore, Pantheon Rd, below the bridge, Sulaiman Zackria Avenue, Egmore, Chennai, Tamil Nadu 600008",,https://goo.gl/maps/jK2ABusGfNRPb55R8
8,Indian oil petrol bunk,Indian oil petrol bunk,"25, Pantheon Rd, Komaleeswaranpet, Egmore, Chennai, Tamil Nadu 600008","25, Pantheon Rd, Komaleeswaranpet, Egmore, Chennai, Tamil Nadu 600008",,https://goo.gl/maps/3cKdMYrXPGqzeZDRA
8,Indian oil petrol bunk,Indian oil petrol bunk,"Poonamallee High Rd, Dasspuram, Chetpet, Chennai, Tamil Nadu 600010","Poonamallee High Rd, Dasspuram, Chetpet, Chennai, Tamil Nadu 600010",,https://goo.gl/maps/mnSQHsMyYvrbgduy7
13,Connemara Public Library Chennai,Connemara Public Library Chennai,"Pantheon Rd, Chennai, Tamil Nadu 600008","Pantheon Rd, Chennai, Tamil Nadu 600008",044 2819 3751,https://goo.gl/maps/Qz6eQWynk7DdPZwu6
13,Chennai public library,Chennai public library,"170, Demellows Rd, Thattankulam, Choolai, Chennai, Tamil Nadu 600012","170, Demellows Rd, Thattankulam, Choolai, Chennai, Tamil Nadu 600012",,
13,Chennai district branch library,Chennai district branch library,"No.66, Chinna Babu St, TNHB Colony, Purasaiwakkam, Chennai, Tamil Nadu 600012","No.66, Chinna Babu St, TNHB Colony, Purasaiwakkam, Chennai, Tamil Nadu 600012",,https://goo.gl/maps/EGWQmSjESPAb5h8p9
13,Periyar Rationalist Library and Research Centre,Periyar Rationalist Library and Research Centre,"Thiadl, (50), 84/1, E VK Sampath Rd, Vepery, Chennai, Tamil Nadu 600007","Thiadl, (50), 84/1, E VK Sampath Rd, Vepery, Chennai, Tamil Nadu 600007",,https://goo.gl/maps/WeuxYiEF17s1YiCh7
13,KMC Central Library,KMC Central Library,"MEDICAL COLLEGE, Barnaby Rd, Kilpauk, Chennai, Tamil Nadu 600010","MEDICAL COLLEGE, Barnaby Rd, Kilpauk, Chennai, Tamil Nadu 600010",,https://goo.gl/maps/WnxgCWHb3Qe68B1T6
12,Ration Shop,Ration Shop,"2nd St, Secretariat Colony, Purasaiwakkam, Chennai, Tamil Nadu 600010","2nd St, Secretariat Colony, Purasaiwakkam, Chennai, Tamil Nadu 600010",,https://goo.gl/maps/d2E6LEZLXnZa8PLd6
12,Ration Shop,Ration Shop,"Shop No. 32/1, Bhavani Amman Street, Otteri, Purasaiwakkam, Chennai, Tamil Nadu 600012","Shop No. 32/1, Bhavani Amman Street, Otteri, Purasaiwakkam, Chennai, Tamil Nadu 600012",,https://goo.gl/maps/Rai35nuue37oq7U18
12,Ration Shop,Ration Shop,"Park St, Ethiraj Gardens, Purasaiwakkam, Chennai, Tamil Nadu 600012","Park St, Ethiraj Gardens, Purasaiwakkam, Chennai, Tamil Nadu 600012",,https://goo.gl/maps/tfLevAHgL7tuCSv9A
12,Ration Shop,Ration Shop,"Number. 1, Subbarayan Main Street, TNHB Colony, Purasaiwakkam, Chennai, Tamil Nadu 600012","Number. 1, Subbarayan Main Street, TNHB Colony, Purasaiwakkam, Chennai, Tamil Nadu 600012",,https://goo.gl/maps/KZUkboCN3N3Ahe7g6
12,Ration Shop,Ration Shop,"Shop No. DA 038, 79, Ponnappa Street, Purasaiwakkam, Chennai, Tamil Nadu 600084","Shop No. DA 038, 79, Ponnappa Street, Purasaiwakkam, Chennai, Tamil Nadu 600084",,https://goo.gl/maps/ycE7HyfQLYjwpSce9
12,Ration Shop,Ration Shop,"Edward Park St, Goodpat Pallam, Purasaiwakkam, Chennai, Tamil Nadu 600012","Edward Park St, Goodpat Pallam, Purasaiwakkam, Chennai, Tamil Nadu 600012",,https://goo.gl/maps/2oqfXHptce6tYvv79
12,Ration Shop,Ration Shop,"Thiru Vika St, Otteri, Purasaiwakkam, Chennai, Tamil Nadu 600012","Thiru Vika St, Otteri, Purasaiwakkam, Chennai, Tamil Nadu 600012",,https://goo.gl/maps/ieW9ysqUsayvTfin9
12,Ration Shop,Ration Shop,"Vengadachalam Street, Vadamalai St, Perumalpet, Purasaiwakkam, Chennai, Tamil Nadu 600007","Vengadachalam Street, Vadamalai St, Perumalpet, Purasaiwakkam, Chennai, Tamil Nadu 600007",,https://goo.gl/maps/hqhefF1GozoYiEU66
12,Ration Shop,Ration Shop,"Shop No.MA014, Dewraj St, Kosapet, Purasaiwakkam, Chennai, Tamil Nadu 600012","Shop No.MA014, Dewraj St, Kosapet, Purasaiwakkam, Chennai, Tamil Nadu 600012",,https://goo.gl/maps/EtDP6fkCHdmK2MfB7
12,Ration Shop,Ration Shop,"Halls Rd, Thandavaraya, Kilpauk, Chennai, Tamil Nadu 600010","Halls Rd, Thandavaraya, Kilpauk, Chennai, Tamil Nadu 600010",,https://goo.gl/maps/aGLk9mbw2TX9uXtH7
12,Ration Shop,Ration Shop,"Near By Chetpet, Shop No.DB-28, Landons Rd, Kilpauk, Chennai, Tamil Nadu 600010","Near By Chetpet, Shop No.DB-28, Landons Rd, Kilpauk, Chennai, Tamil Nadu 600010",,https://goo.gl/maps/M7SPAqzH8njG5vLV9
12,Ration Shop,Ration Shop,"Valliammal St, Thandavaraya, Kilpauk, Chennai, Tamil Nadu 600010","Valliammal St, Thandavaraya, Kilpauk, Chennai, Tamil Nadu 600010",,https://goo.gl/maps/wZeAUX7AxaJ26wiL9
12,Ration Shop,Ration Shop,"Gandhi St, Venkatesapuram Colony Extension, Kilpauk, Chennai, Tamil Nadu 600010","Gandhi St, Venkatesapuram Colony Extension, Kilpauk, Chennai, Tamil Nadu 600010",,https://goo.gl/maps/ycVj3SbuyC1qqG7a9
12,Ration Shop,Ration Shop,"No.11/10, K.K. Street, Choolai, Chennai, Tamil Nadu 600112","No.11/10, K.K. Street, Choolai, Chennai, Tamil Nadu 600112",,https://goo.gl/maps/9M2SW2hLcNtJW3YdA
12,Ration Shop,Ration Shop,"Shop No. 69, 10, Kalathiappa St, Choolai, Chennai, Tamil Nadu 600112","Shop No. 69, 10, Kalathiappa St, Choolai, Chennai, Tamil Nadu 600112",,https://goo.gl/maps/sApvGabaoJWJnE2B9
9,Kerala Vidhyalayam Higher Secondary School,Kerala Vidhyalayam Higher Secondary School,"Poonamallee High Road, Periyar E.V.R. lane, 903, EVR Periyar 1st Ln, Chennai, Tamil Nadu 600084","Poonamallee High Road, Periyar E.V.R. lane, 903, EVR Periyar 1st Ln, Chennai, Tamil Nadu 600084",44 2641 1813,https://goo.gl/maps/ya5iU626B44RHuZt7
9,Sir M.Ct.Muthiah Chettiar Boys' Higher Secondary School,Sir M.Ct.Muthiah Chettiar Boys' Higher Secondary School,"No.23, Raja Annamalai Rd, Purasaiwakkam, Chennai, Tamil Nadu 600084","No.23, Raja Annamalai Rd, Purasaiwakkam, Chennai, Tamil Nadu 600084",044 2641 3838,https://goo.gl/maps/gGuf1wACv7BFNHN97
9,Lady M.C.T. Muthiah Chettiar Girls' Higher Secondary School,Lady M.C.T. Muthiah Chettiar Girls' Higher Secondary School,"13&14, Alagappa Rd, near Das Prakash Hotel, Purasaiwakkam, Chennai, Tamil Nadu 600084","13&14, Alagappa Rd, near Das Prakash Hotel, Purasaiwakkam, Chennai, Tamil Nadu 600084",044 2642 1283,https://goo.gl/maps/32hNRD3vuqCJva7F6
9,Alagappa Schools,Alagappa Schools,"49, Gangadeeshwar Koil St, Purasaiwakkam, Chennai, Tamil Nadu 600084","49, Gangadeeshwar Koil St, Purasaiwakkam, Chennai, Tamil Nadu 600084",044 2642 2008,https://goo.gl/maps/Ztzz3AzA7VhZvMrS6
9,JM Matriculation school,JM Matriculation school,"PM Ln, Purasaiwakkam, Chennai, Tamil Nadu 600084","PM Ln, Purasaiwakkam, Chennai, Tamil Nadu 600084",044 2665 0149,https://goo.gl/maps/QVyntcVYYWRVZCYC8
9,Chennai Middle school,Chennai Middle school,"10, Erran St, Kosapet, Purasaiwakkam, Chennai, Tamil Nadu 600007, Erran St, Kosapet, Purasaiwakkam, Chennai, Tamil Nadu 600007","10, Erran St, Kosapet, Purasaiwakkam, Chennai, Tamil Nadu 600007, Erran St, Kosapet, Purasaiwakkam, Chennai, Tamil Nadu 600007",,https://goo.gl/maps/NV8uCDJsKdQDxd3t5
9,Chennai Middle school,Chennai Middle school,"Gujji St, Kumaran Nagar, Kilpauk, Chennai, Tamil Nadu 600010","Gujji St, Kumaran Nagar, Kilpauk, Chennai, Tamil Nadu 600010",,https://goo.gl/maps/Av3wb3yjBoyMmQjJ7
9,Government Adidravidar Welfare High School,Government Adidravidar Welfare High School,"Ganpat Raj Nagar, Elango Nagar, Virugambakkam, Chennai, Tamil Nadu 600092","Ganpat Raj Nagar, Elango Nagar, Virugambakkam, Chennai, Tamil Nadu 600092",,https://goo.gl/maps/bS28snR8hNao4svp6
9,chennai urdu girls' primary school,chennai urdu girls' primary school,chennai urdu girls' primary school thousand lights chennai-2,chennai urdu girls' primary school thousand lights chennai-2,099400 97553,https://goo.gl/maps/wLmjNTyur8kEc4E56
9,Auxilium Girls' Higher Secondary School,Auxilium Girls' Higher Secondary School,"74 & 75, Mc Nichols Road, Chetpet, Chennai, Tamil Nadu 600031","74 & 75, Mc Nichols Road, Chetpet, Chennai, Tamil Nadu 600031",,https://goo.gl/maps/tdQtLNPu4CJctEvA9
9,Our Lady School,Our Lady School,"Dasspuram, Chetpet, Chennai, Tamil Nadu 600031","Dasspuram, Chetpet, Chennai, Tamil Nadu 600031",,https://goo.gl/maps/aVJfNW6rQTR2yU5z9
9,Sindhi model senior secondary school,Sindhi model senior secondary school,"1, Damodharan St, Kellys, Davidpuram, Kilpauk, Chennai, Tamil Nadu 600010","1, Damodharan St, Kellys, Davidpuram, Kilpauk, Chennai, Tamil Nadu 600010",044 2644 2454,https://goo.gl/maps/jYaBBJNgQfzojBo36
9,Union christian matriculation school,Union christian matriculation school,"33, Nowroji Rd, Chetpet, Chennai, Tamil Nadu 600031","33, Nowroji Rd, Chetpet, Chennai, Tamil Nadu 600031",044 2641 5122,https://goo.gl/maps/mMH6jtjqUJLffKXi8
9,Maharishi Vidya Mandir Senior Secondary School,Maharishi Vidya Mandir Senior Secondary School,"No. 28, Dr Gurusamy Rd, inside Maharishi Gardens, Chetpet, Chennai, Tamil Nadu 600031","No. 28, Dr Gurusamy Rd, inside Maharishi Gardens, Chetpet, Chennai, Tamil Nadu 600031",044 2642 7088,https://goo.gl/maps/2NFyFCUmK5SYXN4z9
9,Madras Christian College Higher Secondary School,Madras Christian College Higher Secondary School,"78, Harrington Rd, Chetpet, Chennai, Tamil Nadu 600031","78, Harrington Rd, Chetpet, Chennai, Tamil Nadu 600031",044 2836 5205,https://goo.gl/maps/KyXYGsUaZme6DmG56
9,Baynes Memorial Baptist Church Matriculation Higher Secondary School,Baynes Memorial Baptist Church Matriculation Higher Secondary School,"115, Vepery High Rd, Periamet, Periyamedu, Periyamet, Chennai, Tamil Nadu 600003","115, Vepery High Rd, Periamet, Periyamedu, Periyamet, Chennai, Tamil Nadu 600003",044 2536 1658,https://goo.gl/maps/2f4R43M79pgqnLNa8
9,St. Joseph Anglo Indian Boys' Higher Secondary School,St. Joseph Anglo Indian Boys' Higher Secondary School,"31, 13th Street, Vepery, Periyamet, Chennai, Tamil Nadu 600007","31, 13th Street, Vepery, Periyamet, Chennai, Tamil Nadu 600007",044 2561 0439,https://goo.gl/maps/vzTapFF67prWCF9s8
9,Bentick Higher Secondary School For Girls,Bentick Higher Secondary School For Girls,"23/47, Jeremiah Road, Vepery, Periyamet, Chennai, Tamil Nadu 600007","23/47, Jeremiah Road, Vepery, Periyamet, Chennai, Tamil Nadu 600007",044 2532 5182,https://goo.gl/maps/C5TvWwKWhVYGsjic8
9,Doveton Girls Hr. Sec. School,Doveton Girls Hr. Sec. School,"12/25, Ritherdon Rd, Vepery, Periyamet, Chennai, Tamil Nadu 600007","12/25, Ritherdon Rd, Vepery, Periyamet, Chennai, Tamil Nadu 600007",044 2532 5619,https://goo.gl/maps/onXppNRXY9mVLB8F7
9,Agarwal Vidyalaya And Junior College,Agarwal Vidyalaya And Junior College,"54, E VK Sampath Rd, Vepery, Periyamet, Chennai, Tamil Nadu 600007","54, E VK Sampath Rd, Vepery, Periyamet, Chennai, Tamil Nadu 600007",044 2661 8665,https://goo.gl/maps/bACmkUDhAQUb7YEU6
9,St. Matthias Anglo Indian Higher Secondary School,St. Matthias Anglo Indian Higher Secondary School,"6/7, Vepery Church Rd, Vepery, Periyamet, Chennai, Tamil Nadu 600007","6/7, Vepery Church Rd, Vepery, Periyamet, Chennai, Tamil Nadu 600007",044 2532 5317,https://goo.gl/maps/sCXKJQQqnaKkHPc79
9,Seventh-day Adventist Matriculation Higher Secondary School,Seventh-day Adventist Matriculation Higher Secondary School,"seconda, 16, Valliammal Rd, Vepery, Purasaiwakkam, Chennai, Tamil Nadu 600007","seconda, 16, Valliammal Rd, Vepery, Purasaiwakkam, Chennai, Tamil Nadu 600007",044 2641 2618,https://goo.gl/maps/Jdii6YZmPFFTgb726
9,C.S.I. EWART MAT. HR. SEC SCHOOL,C.S.I. EWART MAT. HR. SEC SCHOOL,"    No. 93, Alagappa Rd, Purasaiwakkam, Chennai, Tamil Nadu 600084","    No. 93, Alagappa Rd, Purasaiwakkam, Chennai, Tamil Nadu 600084",,https://goo.gl/maps/Z97Pq8bGp2Z1hgfE8
9,St Aloysius Anglo Indian Girls' Higher Secondary School,St Aloysius Anglo Indian Girls' Higher Secondary School,"9, General Collins Road, Choolai, Chennai, Tamil Nadu 600112","9, General Collins Road, Choolai, Chennai, Tamil Nadu 600112",044 2532 2358,https://goo.gl/maps/rDXtF1kWwo6253UEA
9,Doveton Oakley Nursery And Primary School (CAMBRIDGE INTERNATIONAL),Doveton Oakley Nursery And Primary School (CAMBRIDGE INTERNATIONAL),"8, General Collins Rd, Periyamedu, Choolai, Chennai, Tamil Nadu 600112","8, General Collins Rd, Periyamedu, Choolai, Chennai, Tamil Nadu 600112",088070 53004,https://goo.gl/maps/nMHjJusQvJi5c4BV8
9,Bentick Higher Secondary School For Girls,Bentick Higher Secondary School For Girls,"23/47, Jeremiah Road, Vepery, Periyamet, Chennai, Tamil Nadu 600007","23/47, Jeremiah Road, Vepery, Periyamet, Chennai, Tamil Nadu 600007",044 2532 5182,https://goo.gl/maps/wqYVR5ptMC5CGMKk6
9,St. Matthias Anglo Indian Higher Secondary School,St. Matthias Anglo Indian Higher Secondary School,"6/7, Vepery Church Rd, Vepery, Periyamet, Chennai, Tamil Nadu 600007","6/7, Vepery Church Rd, Vepery, Periyamet, Chennai, Tamil Nadu 600007",044 2532 5317,https://goo.gl/maps/JwFQ2Fd7x2Szjmnh7
9,St. Paul's Higher Secondary School,St. Paul's Higher Secondary School,"No 11, Vepery Church Rd, Vepery, Periyamet, Chennai, Tamil Nadu 600007","No 11, Vepery Church Rd, Vepery, Periyamet, Chennai, Tamil Nadu 600007",044 2532 3934,https://goo.gl/maps/QKs7UF43ErvJ3hCRA
9,NARAYANA OLYMPIAD SCHOOL VEPERY,NARAYANA OLYMPIAD SCHOOL VEPERY,"7, E VK Sampath Rd, Vepery, Periyamet, Chennai, Tamil Nadu 600007","7, E VK Sampath Rd, Vepery, Periyamet, Chennai, Tamil Nadu 600007",1800 102 3344,https://goo.gl/maps/qQQXfRswitqBu5Wi7
9,St Aloysius Anglo Indian Girls' Higher Secondary School,St Aloysius Anglo Indian Girls' Higher Secondary School,"9, General Collins Road, Choolai, Chennai, Tamil Nadu 600112","9, General Collins Road, Choolai, Chennai, Tamil Nadu 600112",044 2532 2358,https://goo.gl/maps/7rh1iMD1pTs3YvKT9
9,St Josephs Girls' Higher Secondary School,St Josephs Girls' Higher Secondary School,"124, Kalathiappa St, Choolai, Chennai, Tamil Nadu 600112","124, Kalathiappa St, Choolai, Chennai, Tamil Nadu 600112",044 2532 5166,https://goo.gl/maps/WA7J8t6tVTcTiDhr6
9,St. Joseph Anglo Indian Boys' Higher Secondary School,St. Joseph Anglo Indian Boys' Higher Secondary School,"31, 13th Street, Vepery, Periyamet, Chennai, Tamil Nadu 600007","31, 13th Street, Vepery, Periyamet, Chennai, Tamil Nadu 600007",044 2561 0439,https://goo.gl/maps/iPgJyteWpr77p8mb7
9,Sri Muthukumaraswamy Devasthanam P Venugopal Chetty Higher Secondary School,Sri Muthukumaraswamy Devasthanam P Venugopal Chetty Higher Secondary School,"Rotlers St, Choolai, Chennai, Tamil Nadu 600112","Rotlers St, Choolai, Chennai, Tamil Nadu 600112",,https://goo.gl/maps/QRjBiiKEMmaFF8PY8
9,St Anthony's Anglo Indian High School,St Anthony's Anglo Indian High School,"No.1, Rukmani Lakshmipathi Rd, Pudupet, Komaleeswaranpet, Egmore, Chennai, Tamil Nadu 600008","No.1, Rukmani Lakshmipathi Rd, Pudupet, Komaleeswaranpet, Egmore, Chennai, Tamil Nadu 600008",044 2858 9186,https://goo.gl/maps/BfNDWCWy343aBL9f7
9,"Chennai Urdu Middle School (CUMS), Perambur Barracks","Chennai Urdu Middle School (CUMS), Perambur Barracks","112, Pulianthope High Road, Pattalam, Pulianthope, Chennai, Tamil Nadu 600012","112, Pulianthope High Road, Pattalam, Pulianthope, Chennai, Tamil Nadu 600012",,https://goo.gl/maps/m9LUe53fJGS5dPuu9
9,Chennai high school,Chennai high school,"Dr Guruswamy Bridge, MS Colony, Jagannathapuram, Chetpet, Chennai, Tamil Nadu 600031","Dr Guruswamy Bridge, MS Colony, Jagannathapuram, Chetpet, Chennai, Tamil Nadu 600031",,https://goo.gl/maps/YHdLzAEAEro1jVQX9
9,Corporation Middle school,Corporation Middle school,"Appasamy St, Chetpet, Chennai, Tamil Nadu 600031","Appasamy St, Chetpet, Chennai, Tamil Nadu 600031",,https://goo.gl/maps/DmtSxUZhH4cY5BYD9
9,ST.GEORGE NURSERY & PRIMARY SCHOOL,ST.GEORGE NURSERY & PRIMARY SCHOOL,"No: 16, 31, School Rd, MS Colony, Jagannathapuram, Chetpet, Chennai, Tamil Nadu 600031","No: 16, 31, School Rd, MS Colony, Jagannathapuram, Chetpet, Chennai, Tamil Nadu 600031",020 1778 4367,https://goo.gl/maps/vBPRbSvDvYpJjnG86
9,Lourdes Girls' Higher Secondary School,Lourdes Girls' Higher Secondary School,"306, Paper Mills Road, Bunder Garden, Perambur, Chennai, Tamil Nadu 600011","306, Paper Mills Road, Bunder Garden, Perambur, Chennai, Tamil Nadu 600011",044 2558 0808,https://goo.gl/maps/7ack4wF67iheFYjf7
